AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,CacheSize,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,DiskSelectionStrategyCache,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxCacheSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,MemberResourcesCache,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,Status,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol2 bwnap03a:vol3 bwnap03a:vol4 bwnap03a:vol5 bwefs01a.ibw.intel.com:* ,,,,mcemu,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol2 bwnap03a:vol3 bwnap03a:vol4 bwnap03a:vol5 bwefs01a.ibw.intel.com:* ,,,,mcemu,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,mgd,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,pmarcuel,,mgd,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,mitosis,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,mitosis,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,1,1536000,0,1536000,1500.0,1.465,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* bwefs01a.ibw.intel.com:* bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol7 bwnap02a:vol8 bwnap02b:vol3 bwnap03a:vol4 bwnap03a:vol5 bwnap03a:vol6 bwnap03b:vol1 bwnap03b:vol2 bwnap03b:vol3 ,,,,mnr,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/ibw/disks /nfs/upc/disks /nfs/ibw/scratch /nfs/ibw/proj,,tdoil jvaquero,,tdoil jvaquero,tdoil jvaquero,tdoil jvaquero,1,1536000,0,1536000,1500.0,1.465,1437373,1403.685,1.371,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* bwefs01a.ibw.intel.com:* bwnap01a:vol2 bwnap01a:vol3 bwnap01a:vol4 bwnap01a:vol5 bwnap01b:vol1 bwnap01b:vol2 bwnap01b:vol3 bwnap01b:vol4 bwnap02a:vol2 bwnap02a:vol3 bwnap02a:vol4 bwnap02a:vol5 bwnap02a:vol7 bwnap02a:vol8 bwnap02b:vol3 bwnap03a:vol4 bwnap03a:vol5 bwnap03a:vol6 bwnap03b:vol1 bwnap03b:vol2 bwnap03b:vol3 ,,macksen cmadrile,,mnr,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,mpg,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,mpg,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 bwnap03a:vol2 ,,,,mtl,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol1 bwnap03a:vol2 ,,aloss tdoil,,mtl,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:* bwnap03b:* ,,,,novanc,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks /nfs/ibw/proj,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,bwnap03a:* bwnap03b:* ,,mkonow tdoil,,novanc,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,phoenix,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,asanche4 xvera,,phoenix,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwsfiler07:vol6 ,,,,pnw,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,folbrich,,folbrich,folbrich,folbrich,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwsfiler07:vol6 ,,,,pnw,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:* ,,,,pnwemu,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwefs01a.ibw.intel.com:* ,,,,pnwemu,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,2,1084416,0,1084416,1059.0,1.034,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,raimat,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,2,1084416,0,1084416,1059.0,1.034,1008932,985.285,0.962,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,xvera,,raimat,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 bwnap03a:vol3 ,,,,rnr,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol1 bwnap03a:vol3 ,,,,rnr,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,s_p2017,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,qcai9,,s_p2017,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,9,5779456,0,5779456,5644.0,5.512,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,saqqara,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,9,5779456,0,5779456,5644.0,5.512,2764075,2699.292,2.636,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,qcai9,,saqqara,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:* ,,,,saratoga,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
tdoil,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwefs01a.ibw.intel.com:* ,,mgries,,saratoga,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol4 ,,,,sklemu,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/proj /nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/proj,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol4 ,,,,sklemu,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol4 bwefs01a.ibw.intel.com:* ,,,,smartm,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol4 bwefs01a.ibw.intel.com:* ,,,,smartm,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,1,512000,0,512000,500.0,0.488,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,spin,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,1,512000,0,512000,500.0,0.488,97342,95.061,0.093,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,flatorre,,spin,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol2 ,,,,stl,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwsfiler07:vol5 ,,,,stl,eem,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol2 ,,,,stl,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,/nfs/ibw/disks,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwsfiler07:vol5 ,,,,stl,eem,,,,Compliant,,0,0,0,0.0,0.0,QSlot,,
aloss jvaquero mjphelps dleahy1 asanche4 mmielck csacker,,,,,,,,,39,19540069,0,19540069,19082.099,18.635,10023105,9788.188,9.559,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,mkonow mjakob stladm tdoil mtl_admin ssteibl bnlemu_adm folbrich plopez3 mkauschk lrbadm davidf mnradm skladm cmadrile qcai9 pnwemu_adm nlinkewi pnwemu cadlib,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IMC,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02b:vol4 ,,,,ibwimc,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IMC,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap02b:vol4 ,,aloss dleahy1 bienas hansm,,ibwimc,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IMC,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol7 bwnap01b:vol7 bwnap01b:vol8 bwnap02a:vol12 bwnap02b:vol9 bwnap02b:vol12 ,,,,inway,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
bneigenf aloss dleahy1,,/nfs/ibw/disks /nfs/ibw/proj,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IMC,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,bwnap01a:vol7 bwnap01b:vol7 bwnap01b:vol8 bwnap02a:vol12 bwnap02b:vol9 bwnap02b:vol12 ,,engelhak,,inway,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
iszuca aloss dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IMC,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
gquinn mjphelps dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IPD,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,build_sie lpotenza oss_xfer rdoceall tolapai_ext_accel_team,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
